ID,DLC,DATA,TIMESTAMP,Release Time,Period,Jitter
0XA3,1,85,308.6536,308.6530992777164,5,0.0
0XC2,4,a9 f1 33 b5,308.9887,308.98838287967993,100,0.0
0XC1,1,4b,309.8731,309.87259201033015,100,0.0
0XB0,6,f8 cf 9b f4 b7 6f,310.4052,310.40484378180776,10,0.0
0XB3,2,07 2f,310.6231,310.62279588021545,10,0.0
0XA1,2,30 80,311.3976,311.3974578496668,5,0.0
0XA4,2,cc 00,312.1976,312.1970468640395,5,0.0
0XA5,1,20,312.3031,312.30278576353226,5,0.0
0XB2,1,25,313.1016,313.1014756931933,10,0.0
0XA0,1,d7,313.4446,313.4442185152505,5,0.0
